# hebrew versification -> KJV standard; single-verse diffs only (identity elsewhere). Source: STEPBible TVTMS (CC-BY). shoresh versification.build
source_ref	standard_ref	action
PSA 34:19	PSA 34:18	Renumber verse
PSA 34:2	PSA 34:1	Renumber verse
PSA 34:20	PSA 34:19	Renumber verse
PSA 34:21	PSA 34:20	Renumber verse
PSA 34:22	PSA 34:21	Renumber verse
PSA 34:23	PSA 34:22	Renumber verse
PSA 34:3	PSA 34:2	Renumber verse
PSA 34:4	PSA 34:3	Renumber verse
PSA 34:5	PSA 34:4	Renumber verse
PSA 34:6	PSA 34:5	Renumber verse
PSA 34:7	PSA 34:6	Renumber verse
PSA 34:8	PSA 34:7	Renumber verse
PSA 34:9	PSA 34:8	Renumber verse
PSA 36:1	PSA 36:title	Renumber title
PSA 36:10	PSA 36:9	Renumber verse
PSA 36:11	PSA 36:10	Renumber verse
PSA 36:12	PSA 36:11	Renumber verse
PSA 36:13	PSA 36:12	Renumber verse
PSA 36:2	PSA 36:1	Renumber verse
PSA 36:3	PSA 36:2	Renumber verse
PSA 36:4	PSA 36:3	Renumber verse
PSA 36:5	PSA 36:4	Renumber verse
PSA 36:6	PSA 36:5	Renumber verse
PSA 36:7	PSA 36:6	Renumber verse
PSA 36:8	PSA 36:7	Renumber verse
PSA 36:9	PSA 36:8	Renumber verse
PSA 38:1	PSA 38:title	Renumber title
PSA 38:10	PSA 38:9	Renumber verse
PSA 38:11	PSA 38:10	Renumber verse
PSA 38:12	PSA 38:11	Renumber verse
PSA 38:13	PSA 38:12	Renumber verse
PSA 38:14	PSA 38:13	Renumber verse
PSA 38:15	PSA 38:14	Renumber verse
PSA 38:16	PSA 38:15	Renumber verse
PSA 38:17	PSA 38:16	Renumber verse
PSA 38:18	PSA 38:17	Renumber verse
PSA 38:19	PSA 38:18	Renumber verse
PSA 38:2	PSA 38:1	Renumber verse
PSA 38:20	PSA 38:19	Renumber verse
PSA 38:21	PSA 38:20	Renumber verse
PSA 38:22	PSA 38:21	Renumber verse
PSA 38:23	PSA 38:22	Renumber verse
PSA 38:3	PSA 38:2	Renumber verse
PSA 38:4	PSA 38:3	Renumber verse
PSA 38:5	PSA 38:4	Renumber verse
PSA 38:6	PSA 38:5	Renumber verse
PSA 38:7	PSA 38:6	Renumber verse
PSA 38:8	PSA 38:7	Renumber verse
PSA 38:9	PSA 38:8	Renumber verse
PSA 39:1	PSA 39:title	Renumber title
PSA 39:10	PSA 39:9	Renumber verse
PSA 39:11	PSA 39:10	Renumber verse
PSA 39:12	PSA 39:11	Renumber verse
PSA 39:13	PSA 39:12	Renumber verse
PSA 39:14	PSA 39:13	Renumber verse
PSA 39:2	PSA 39:1	Renumber verse
PSA 39:3	PSA 39:2	Renumber verse
PSA 39:4	PSA 39:3	Renumber verse
PSA 39:5	PSA 39:4	Renumber verse
PSA 39:6	PSA 39:5	Renumber verse
PSA 39:7	PSA 39:6	Renumber verse
PSA 39:8	PSA 39:7	Renumber verse
PSA 39:9	PSA 39:8	Renumber verse
PSA 3:1	PSA 3:title	Renumber title
PSA 3:2	PSA 3:1	Renumber verse
PSA 3:3	PSA 3:2	Renumber verse
PSA 3:4	PSA 3:3	Renumber verse
PSA 3:5	PSA 3:4	Renumber verse
PSA 3:6	PSA 3:5	Renumber verse
PSA 3:7	PSA 3:6	Renumber verse
PSA 3:8	PSA 3:7	Renumber verse
PSA 3:9	PSA 3:8	Renumber verse
PSA 40:1	PSA 40:title	Renumber title
PSA 40:10	PSA 40:9	Renumber verse
PSA 40:11	PSA 40:10	Renumber verse
PSA 40:12	PSA 40:11	Renumber verse
PSA 40:13	PSA 40:12	Renumber verse
PSA 40:14	PSA 40:13	Renumber verse
PSA 40:15	PSA 40:14	Renumber verse
PSA 40:16	PSA 40:15	Renumber verse
PSA 40:17	PSA 40:16	Renumber verse
PSA 40:18	PSA 40:17	Renumber verse
PSA 40:2	PSA 40:1	Renumber verse
PSA 40:3	PSA 40:2	Renumber verse
PSA 40:4	PSA 40:3	Renumber verse
PSA 40:5	PSA 40:4	Renumber verse
PSA 40:6	PSA 40:5	Renumber verse
PSA 40:7	PSA 40:6	Renumber verse
PSA 40:8	PSA 40:7	Renumber verse
PSA 40:9	PSA 40:8	Renumber verse
PSA 41:1	PSA 41:title	Renumber title
PSA 41:10	PSA 41:9	Renumber verse
PSA 41:11	PSA 41:10	Renumber verse
PSA 41:12	PSA 41:11	Renumber verse
PSA 41:13	PSA 41:12	Renumber verse
PSA 41:14	PSA 41:13	Renumber verse
PSA 41:2	PSA 41:1	Renumber verse
PSA 41:3	PSA 41:2	Renumber verse
PSA 41:4	PSA 41:3	Renumber verse
PSA 41:5	PSA 41:4	Renumber verse
PSA 41:6	PSA 41:5	Renumber verse
PSA 41:7	PSA 41:6	Renumber verse
PSA 41:8	PSA 41:7	Renumber verse
PSA 41:9	PSA 41:8	Renumber verse
PSA 42:1	PSA 42:title	Renumber title
PSA 42:10	PSA 42:9	Renumber verse
PSA 42:11	PSA 42:10	Renumber verse
PSA 42:12	PSA 42:11	Renumber verse
PSA 42:2	PSA 42:1	Renumber verse
PSA 42:3	PSA 42:2	Renumber verse
PSA 42:4	PSA 42:3	Renumber verse
PSA 42:5	PSA 42:4	Renumber verse
PSA 42:6	PSA 42:5	Renumber verse
PSA 42:7	PSA 42:6	Renumber verse
PSA 42:8	PSA 42:7	Renumber verse
PSA 42:9	PSA 42:8	Renumber verse
PSA 44:1	PSA 44:title	Renumber title
PSA 44:10	PSA 44:9	Renumber verse
PSA 44:11	PSA 44:10	Renumber verse
PSA 44:12	PSA 44:11	Renumber verse
PSA 44:13	PSA 44:12	Renumber verse
PSA 44:14	PSA 44:13	Renumber verse
PSA 44:15	PSA 44:14	Renumber verse
PSA 44:16	PSA 44:15	Renumber verse
PSA 44:17	PSA 44:16	Renumber verse
PSA 44:18	PSA 44:17	Renumber verse
PSA 44:19	PSA 44:18	Renumber verse
PSA 44:2	PSA 44:1	Renumber verse
PSA 44:20	PSA 44:19	Renumber verse
PSA 44:21	PSA 44:20	Renumber verse
PSA 44:22	PSA 44:21	Renumber verse
PSA 44:23	PSA 44:22	Renumber verse
PSA 44:24	PSA 44:23	Renumber verse
PSA 44:25	PSA 44:24	Renumber verse
PSA 44:26	PSA 44:25	Renumber verse
PSA 44:27	PSA 44:26	Renumber verse
PSA 44:3	PSA 44:2	Renumber verse
PSA 44:4	PSA 44:3	Renumber verse
PSA 44:5	PSA 44:4	Renumber verse
PSA 44:6	PSA 44:5	Renumber verse
PSA 44:7	PSA 44:6	Renumber verse
PSA 44:8	PSA 44:7	Renumber verse
PSA 44:9	PSA 44:8	Renumber verse
PSA 45:1	PSA 45:title	Renumber title
PSA 45:10	PSA 45:9	Renumber verse
PSA 45:11	PSA 45:10	Renumber verse
PSA 45:12	PSA 45:11	Renumber verse
PSA 45:13	PSA 45:12	Renumber verse
PSA 45:14	PSA 45:13	Renumber verse
PSA 45:15	PSA 45:14	Renumber verse
PSA 45:16	PSA 45:15	Renumber verse
PSA 45:17	PSA 45:16	Renumber verse
PSA 45:18	PSA 45:17	Renumber verse
PSA 45:2	PSA 45:1	Renumber verse
PSA 45:3	PSA 45:2	Renumber verse
PSA 45:4	PSA 45:3	Renumber verse
PSA 45:5	PSA 45:4	Renumber verse
PSA 45:6	PSA 45:5	Renumber verse
PSA 45:7	PSA 45:6	Renumber verse
PSA 45:8	PSA 45:7	Renumber verse
PSA 45:9	PSA 45:8	Renumber verse
PSA 46:1	PSA 46:title	Renumber title
PSA 46:10	PSA 46:9	Renumber verse
PSA 46:11	PSA 46:10	Renumber verse
PSA 46:12	PSA 46:11	Renumber verse
PSA 46:2	PSA 46:1	Renumber verse
PSA 46:3	PSA 46:2	Renumber verse
PSA 46:4	PSA 46:3	Renumber verse
PSA 46:5	PSA 46:4	Renumber verse
PSA 46:6	PSA 46:5	Renumber verse
PSA 46:7	PSA 46:6	Renumber verse
PSA 46:8	PSA 46:7	Renumber verse
PSA 46:9	PSA 46:8	Renumber verse
PSA 47:1	PSA 47:title	Renumber title
PSA 47:10	PSA 47:9	Renumber verse
PSA 47:2	PSA 47:1	Renumber verse
PSA 47:3	PSA 47:2	Renumber verse
PSA 47:4	PSA 47:3	Renumber verse
PSA 47:5	PSA 47:4	Renumber verse
PSA 47:6	PSA 47:5	Renumber verse
PSA 47:7	PSA 47:6	Renumber verse
PSA 47:8	PSA 47:7	Renumber verse
PSA 47:9	PSA 47:8	Renumber verse
PSA 48:1	PSA 48:title	Renumber title
PSA 48:10	PSA 48:9	Renumber verse
PSA 48:11	PSA 48:10	Renumber verse
PSA 48:12	PSA 48:11	Renumber verse
PSA 48:13	PSA 48:12	Renumber verse
PSA 48:14	PSA 48:13	Renumber verse
PSA 48:15	PSA 48:14	Renumber verse
PSA 48:2	PSA 48:1	Renumber verse
PSA 48:3	PSA 48:2	Renumber verse
PSA 48:4	PSA 48:3	Renumber verse
PSA 48:5	PSA 48:4	Renumber verse
PSA 48:6	PSA 48:5	Renumber verse
PSA 48:7	PSA 48:6	Renumber verse
PSA 48:8	PSA 48:7	Renumber verse
PSA 48:9	PSA 48:8	Renumber verse
PSA 49:1	PSA 49:title	Renumber title
PSA 49:10	PSA 49:9	Renumber verse
PSA 49:11	PSA 49:10	Renumber verse
PSA 49:12	PSA 49:11	Renumber verse
PSA 49:13	PSA 49:12	Renumber verse
PSA 49:14	PSA 49:13	Renumber verse
PSA 49:15	PSA 49:14	Renumber verse
PSA 49:16	PSA 49:15	Renumber verse
PSA 49:17	PSA 49:16	Renumber verse
PSA 49:18	PSA 49:17	Renumber verse
PSA 49:19	PSA 49:18	Renumber verse
PSA 49:2	PSA 49:1	Renumber verse
PSA 49:20	PSA 49:19	Renumber verse
PSA 49:21	PSA 49:20	Renumber verse
PSA 49:3	PSA 49:2	Renumber verse
PSA 49:4	PSA 49:3	Renumber verse
PSA 49:5	PSA 49:4	Renumber verse
PSA 49:6	PSA 49:5	Renumber verse
PSA 49:7	PSA 49:6	Renumber verse
PSA 49:8	PSA 49:7	Renumber verse
PSA 49:9	PSA 49:8	Renumber verse
PSA 4:1	PSA 4:title	Renumber title
PSA 4:2	PSA 4:1	Renumber verse
PSA 4:3	PSA 4:2	Renumber verse
PSA 4:4	PSA 4:3	Renumber verse
PSA 4:5	PSA 4:4	Renumber verse
PSA 4:6	PSA 4:5	Renumber verse
PSA 4:7	PSA 4:6	Renumber verse
PSA 4:8	PSA 4:7	Renumber verse
PSA 4:9	PSA 4:8	Renumber verse
PSA 51:1	PSA 51:title	Renumber title
PSA 51:10	PSA 51:8	Renumber verse
PSA 51:11	PSA 51:9	Renumber verse
PSA 51:12	PSA 51:10	Renumber verse
PSA 51:13	PSA 51:11	Renumber verse
PSA 51:14	PSA 51:12	Renumber verse
PSA 51:15	PSA 51:13	Renumber verse
PSA 51:16	PSA 51:14	Renumber verse
PSA 51:17	PSA 51:15	Renumber verse
PSA 51:18	PSA 51:16	Renumber verse
PSA 51:19	PSA 51:17	Renumber verse
PSA 51:2	PSA 51:title	Renumber title
PSA 51:20	PSA 51:18	Renumber verse
PSA 51:21	PSA 51:19	Renumber verse
PSA 51:3	PSA 51:1	Renumber verse
PSA 51:4	PSA 51:2	Renumber verse
PSA 51:5	PSA 51:3	Renumber verse
PSA 51:6	PSA 51:4	Renumber verse
PSA 51:7	PSA 51:5	Renumber verse
PSA 51:8	PSA 51:6	Renumber verse
PSA 51:9	PSA 51:7	Renumber verse
PSA 52:1	PSA 52:title	Renumber title
PSA 52:10	PSA 52:8	Renumber verse
PSA 52:11	PSA 52:9	Renumber verse
PSA 52:2	PSA 52:title	Renumber title
PSA 52:3	PSA 52:1	Renumber verse
PSA 52:4	PSA 52:2	Renumber verse
PSA 52:5	PSA 52:3	Renumber verse
PSA 52:6	PSA 52:4	Renumber verse
PSA 52:7	PSA 52:5	Renumber verse
PSA 52:8	PSA 52:6	Renumber verse
PSA 52:9	PSA 52:7	Renumber verse
PSA 53:1	PSA 53:title	Renumber title
PSA 53:2	PSA 53:1	Renumber verse
PSA 53:3	PSA 53:2	Renumber verse
PSA 53:4	PSA 53:3	Renumber verse
PSA 53:5	PSA 53:4	Renumber verse
PSA 53:6	PSA 53:5	Renumber verse
PSA 53:7	PSA 53:6	Renumber verse
PSA 54:1	PSA 54:title	Renumber title
PSA 54:2	PSA 54:title	Renumber title
PSA 54:3	PSA 54:1	Renumber verse
PSA 54:4	PSA 54:2	Renumber verse
PSA 54:5	PSA 54:3	Renumber verse
PSA 54:6	PSA 54:4	Renumber verse
PSA 54:7	PSA 54:5	Renumber verse
PSA 54:8	PSA 54:6	Renumber verse
PSA 54:9	PSA 54:7	Renumber verse
PSA 55:1	PSA 55:title	Renumber title
PSA 55:10	PSA 55:9	Renumber verse
PSA 55:11	PSA 55:10	Renumber verse
PSA 55:12	PSA 55:11	Renumber verse
PSA 55:13	PSA 55:12	Renumber verse
PSA 55:14	PSA 55:13	Renumber verse
PSA 55:15	PSA 55:14	Renumber verse
PSA 55:16	PSA 55:15	Renumber verse
PSA 55:17	PSA 55:16	Renumber verse
PSA 55:18	PSA 55:17	Renumber verse
PSA 55:19	PSA 55:18	Renumber verse
PSA 55:2	PSA 55:1	Renumber verse
PSA 55:20	PSA 55:19	Renumber verse
PSA 55:21	PSA 55:20	Renumber verse
PSA 55:22	PSA 55:21	Renumber verse
PSA 55:23	PSA 55:22	Renumber verse
PSA 55:24	PSA 55:23	Renumber verse
PSA 55:3	PSA 55:2	Renumber verse
PSA 55:4	PSA 55:3	Renumber verse
PSA 55:5	PSA 55:4	Renumber verse
PSA 55:6	PSA 55:5	Renumber verse
PSA 55:7	PSA 55:6	Renumber verse
PSA 55:8	PSA 55:7	Renumber verse
PSA 55:9	PSA 55:8	Renumber verse
PSA 56:1	PSA 56:title	Renumber title
PSA 56:10	PSA 56:9	Renumber verse
PSA 56:11	PSA 56:10	Renumber verse
PSA 56:12	PSA 56:11	Renumber verse
PSA 56:13	PSA 56:12	Renumber verse
PSA 56:14	PSA 56:13	Renumber verse
PSA 56:2	PSA 56:1	Renumber verse
PSA 56:3	PSA 56:2	Renumber verse
PSA 56:4	PSA 56:3	Renumber verse
PSA 56:5	PSA 56:4	Renumber verse
PSA 56:6	PSA 56:5	Renumber verse
PSA 56:7	PSA 56:6	Renumber verse
PSA 56:8	PSA 56:7	Renumber verse
PSA 56:9	PSA 56:8	Renumber verse
PSA 57:1	PSA 57:title	Renumber title
PSA 57:10	PSA 57:9	Renumber verse
PSA 57:11	PSA 57:10	Renumber verse
PSA 57:12	PSA 57:11	Renumber verse
PSA 57:2	PSA 57:1	Renumber verse
PSA 57:3	PSA 57:2	Renumber verse
PSA 57:4	PSA 57:3	Renumber verse
PSA 57:5	PSA 57:4	Renumber verse
PSA 57:6	PSA 57:5	Renumber verse
PSA 57:7	PSA 57:6	Renumber verse
PSA 57:8	PSA 57:7	Renumber verse
PSA 57:9	PSA 57:8	Renumber verse
PSA 58:1	PSA 58:title	Renumber title
PSA 58:10	PSA 58:9	Renumber verse
PSA 58:11	PSA 58:10	Renumber verse
PSA 58:12	PSA 58:11	Renumber verse
PSA 58:2	PSA 58:1	Renumber verse
PSA 58:3	PSA 58:2	Renumber verse
PSA 58:4	PSA 58:3	Renumber verse
PSA 58:5	PSA 58:4	Renumber verse
PSA 58:6	PSA 58:5	Renumber verse
PSA 58:7	PSA 58:6	Renumber verse
PSA 58:8	PSA 58:7	Renumber verse
PSA 58:9	PSA 58:8	Renumber verse
PSA 59:1	PSA 59:title	Renumber title
PSA 59:10	PSA 59:9	Renumber verse
PSA 59:11	PSA 59:10	Renumber verse
PSA 59:12	PSA 59:11	Renumber verse
PSA 59:13	PSA 59:12	Renumber verse
PSA 59:14	PSA 59:13	Renumber verse
PSA 59:15	PSA 59:14	Renumber verse
PSA 59:16	PSA 59:15	Renumber verse
PSA 59:17	PSA 59:16	Renumber verse
PSA 59:18	PSA 59:17	Renumber verse
PSA 59:2	PSA 59:1	Renumber verse
PSA 59:3	PSA 59:2	Renumber verse
PSA 59:4	PSA 59:3	Renumber verse
PSA 59:5	PSA 59:4	Renumber verse
PSA 59:6	PSA 59:5	Renumber verse
PSA 59:7	PSA 59:6	Renumber verse
PSA 59:8	PSA 59:7	Renumber verse
PSA 59:9	PSA 59:8	Renumber verse
PSA 5:1	PSA 5:title	Renumber title
PSA 5:10	PSA 5:9	Renumber verse
PSA 5:11	PSA 5:10	Renumber verse
PSA 5:12	PSA 5:11	Renumber verse
PSA 5:13	PSA 5:12	Renumber verse
PSA 5:2	PSA 5:1	Renumber verse
PSA 5:3	PSA 5:2	Renumber verse
PSA 5:4	PSA 5:3	Renumber verse
PSA 5:5	PSA 5:4	Renumber verse
PSA 5:6	PSA 5:5	Renumber verse
PSA 5:7	PSA 5:6	Renumber verse
PSA 5:8	PSA 5:7	Renumber verse
PSA 5:9	PSA 5:8	Renumber verse
PSA 60:1	PSA 60:title	Renumber title
PSA 60:10	PSA 60:8	Renumber verse
PSA 60:11	PSA 60:9	Renumber verse
PSA 60:12	PSA 60:10	Renumber verse
PSA 60:13	PSA 60:11	Renumber verse
PSA 60:14	PSA 60:12	Renumber verse
PSA 60:2	PSA 60:title	Renumber title
PSA 60:3	PSA 60:1	Renumber verse
PSA 60:4	PSA 60:2	Renumber verse
PSA 60:5	PSA 60:3	Renumber verse
PSA 60:6	PSA 60:4	Renumber verse
PSA 60:7	PSA 60:5	Renumber verse
PSA 60:8	PSA 60:6	Renumber verse
PSA 60:9	PSA 60:7	Renumber verse
PSA 61:1	PSA 61:title	Renumber title
PSA 61:2	PSA 61:1	Renumber verse
PSA 61:3	PSA 61:2	Renumber verse
PSA 61:4	PSA 61:3	Renumber verse
PSA 61:5	PSA 61:4	Renumber verse
PSA 61:6	PSA 61:5	Renumber verse
PSA 61:7	PSA 61:6	Renumber verse
PSA 61:8	PSA 61:7	Renumber verse
PSA 61:9	PSA 61:8	Renumber verse
PSA 62:1	PSA 62:title	Renumber title
PSA 62:10	PSA 62:9	Renumber verse
PSA 62:11	PSA 62:10	Renumber verse
PSA 62:12	PSA 62:11	Renumber verse
PSA 62:13	PSA 62:12	Renumber verse
PSA 62:2	PSA 62:1	Renumber verse
PSA 62:3	PSA 62:2	Renumber verse
PSA 62:4	PSA 62:3	Renumber verse
PSA 62:5	PSA 62:4	Renumber verse
PSA 62:6	PSA 62:5	Renumber verse
PSA 62:7	PSA 62:6	Renumber verse
PSA 62:8	PSA 62:7	Renumber verse
PSA 62:9	PSA 62:8	Renumber verse
PSA 63:1	PSA 63:title	Renumber title
PSA 63:10	PSA 63:9	Renumber verse
PSA 63:11	PSA 63:10	Renumber verse
PSA 63:12	PSA 63:11	Renumber verse
PSA 63:2	PSA 63:1	Renumber verse
PSA 63:3	PSA 63:2	Renumber verse
PSA 63:4	PSA 63:3	Renumber verse
PSA 63:5	PSA 63:4	Renumber verse
PSA 63:6	PSA 63:5	Renumber verse
PSA 63:7	PSA 63:6	Renumber verse
PSA 63:8	PSA 63:7	Renumber verse
PSA 63:9	PSA 63:8	Renumber verse
PSA 64:1	PSA 64:title	Renumber title
PSA 64:10	PSA 64:9	Renumber verse
PSA 64:11	PSA 64:10	Renumber verse
PSA 64:2	PSA 64:1	Renumber verse
PSA 64:3	PSA 64:2	Renumber verse
PSA 64:4	PSA 64:3	Renumber verse
PSA 64:5	PSA 64:4	Renumber verse
PSA 64:6	PSA 64:5	Renumber verse
PSA 64:7	PSA 64:6	Renumber verse
PSA 64:8	PSA 64:7	Renumber verse
PSA 64:9	PSA 64:8	Renumber verse
PSA 65:1	PSA 65:title	Renumber title
PSA 65:10	PSA 65:9	Renumber verse
PSA 65:11	PSA 65:10	Renumber verse
PSA 65:12	PSA 65:11	Renumber verse
PSA 65:13	PSA 65:12	Renumber verse
PSA 65:14	PSA 65:13	Renumber verse
PSA 65:2	PSA 65:1	Renumber verse
PSA 65:3	PSA 65:2	Renumber verse
PSA 65:4	PSA 65:3	Renumber verse
PSA 65:5	PSA 65:4	Renumber verse
PSA 65:6	PSA 65:5	Renumber verse
PSA 65:7	PSA 65:6	Renumber verse
PSA 65:8	PSA 65:7	Renumber verse
PSA 65:9	PSA 65:8	Renumber verse
PSA 67:1	PSA 67:title	Renumber title
PSA 67:2	PSA 67:1	Renumber verse
PSA 67:3	PSA 67:2	Renumber verse
PSA 67:4	PSA 67:3	Renumber verse
PSA 67:5	PSA 67:4	Renumber verse
PSA 67:6	PSA 67:5	Renumber verse
PSA 67:7	PSA 67:6	Renumber verse
PSA 67:8	PSA 67:7	Renumber verse
PSA 68:1	PSA 68:title	Renumber title
PSA 68:10	PSA 68:9	Renumber verse
PSA 68:11	PSA 68:10	Renumber verse
PSA 68:12	PSA 68:11	Renumber verse
PSA 68:13	PSA 68:12	Renumber verse
PSA 68:14	PSA 68:13	Renumber verse
PSA 68:15	PSA 68:14	Renumber verse
PSA 68:16	PSA 68:15	Renumber verse
PSA 68:17	PSA 68:16	Renumber verse
PSA 68:18	PSA 68:17	Renumber verse
PSA 68:19	PSA 68:18	Renumber verse
PSA 68:2	PSA 68:1	Renumber verse
PSA 68:20	PSA 68:19	Renumber verse
PSA 68:21	PSA 68:20	Renumber verse
PSA 68:22	PSA 68:21	Renumber verse
PSA 68:23	PSA 68:22	Renumber verse
PSA 68:24	PSA 68:23	Renumber verse
PSA 68:25	PSA 68:24	Renumber verse
PSA 68:26	PSA 68:25	Renumber verse
PSA 68:27	PSA 68:26	Renumber verse
PSA 68:28	PSA 68:27	Renumber verse
PSA 68:29	PSA 68:28	Renumber verse
PSA 68:3	PSA 68:2	Renumber verse
PSA 68:30	PSA 68:29	Renumber verse
PSA 68:31	PSA 68:30	Renumber verse
PSA 68:32	PSA 68:31	Renumber verse
PSA 68:33	PSA 68:32	Renumber verse
PSA 68:34	PSA 68:33	Renumber verse
PSA 68:35	PSA 68:34	Renumber verse
PSA 68:36	PSA 68:35	Renumber verse
PSA 68:4	PSA 68:3	Renumber verse
PSA 68:5	PSA 68:4	Renumber verse
PSA 68:6	PSA 68:5	Renumber verse
PSA 68:7	PSA 68:6	Renumber verse
PSA 68:8	PSA 68:7	Renumber verse
PSA 68:9	PSA 68:8	Renumber verse
PSA 69:1	PSA 69:title	Renumber title
PSA 69:10	PSA 69:9	Renumber verse
PSA 69:11	PSA 69:10	Renumber verse
PSA 69:12	PSA 69:11	Renumber verse
PSA 69:13	PSA 69:12	Renumber verse
PSA 69:14	PSA 69:13	Renumber verse
PSA 69:15	PSA 69:14	Renumber verse
PSA 69:16	PSA 69:15	Renumber verse
PSA 69:17	PSA 69:16	Renumber verse
PSA 69:18	PSA 69:17	Renumber verse
PSA 69:19	PSA 69:18	Renumber verse
PSA 69:2	PSA 69:1	Renumber verse
PSA 69:20	PSA 69:19	Renumber verse
PSA 69:21	PSA 69:20	Renumber verse
PSA 69:22	PSA 69:21	Renumber verse
PSA 69:23	PSA 69:22	Renumber verse
PSA 69:24	PSA 69:23	Renumber verse
PSA 69:25	PSA 69:24	Renumber verse
PSA 69:26	PSA 69:25	Renumber verse
PSA 69:27	PSA 69:26	Renumber verse
PSA 69:28	PSA 69:27	Renumber verse
PSA 69:29	PSA 69:28	Renumber verse
PSA 69:3	PSA 69:2	Renumber verse
PSA 69:30	PSA 69:29	Renumber verse
PSA 69:31	PSA 69:30	Renumber verse
PSA 69:32	PSA 69:31	Renumber verse
PSA 69:33	PSA 69:32	Renumber verse
PSA 69:34	PSA 69:33	Renumber verse
PSA 69:35	PSA 69:34	Renumber verse
PSA 69:36	PSA 69:35	Renumber verse
PSA 69:37	PSA 69:36	Renumber verse
PSA 69:4	PSA 69:3	Renumber verse
PSA 69:5	PSA 69:4	Renumber verse
PSA 69:6	PSA 69:5	Renumber verse
PSA 69:7	PSA 69:6	Renumber verse
PSA 69:8	PSA 69:7	Renumber verse
PSA 69:9	PSA 69:8	Renumber verse
PSA 6:1	PSA 6:title	Renumber title
PSA 6:10	PSA 6:9	Renumber verse
PSA 6:11	PSA 6:10	Renumber verse
PSA 6:2	PSA 6:1	Renumber verse
PSA 6:3	PSA 6:2	Renumber verse
PSA 6:4	PSA 6:3	Renumber verse
PSA 6:5	PSA 6:4	Renumber verse
PSA 6:6	PSA 6:5	Renumber verse
PSA 6:7	PSA 6:6	Renumber verse
PSA 6:8	PSA 6:7	Renumber verse
PSA 6:9	PSA 6:8	Renumber verse
PSA 70:1	PSA 70:title	Renumber title
PSA 70:2	PSA 70:1	Renumber verse
PSA 70:3	PSA 70:2	Renumber verse
PSA 70:4	PSA 70:3	Renumber verse
PSA 70:5	PSA 70:4	Renumber verse
PSA 70:6	PSA 70:5	Renumber verse
PSA 75:1	PSA 75:title	Renumber title
PSA 75:10	PSA 75:9	Renumber verse
PSA 75:11	PSA 75:10	Renumber verse
PSA 75:2	PSA 75:1	Renumber verse
PSA 75:3	PSA 75:2	Renumber verse
PSA 75:4	PSA 75:3	Renumber verse
PSA 75:5	PSA 75:4	Renumber verse
PSA 75:6	PSA 75:5	Renumber verse
PSA 75:7	PSA 75:6	Renumber verse
PSA 75:8	PSA 75:7	Renumber verse
PSA 75:9	PSA 75:8	Renumber verse
PSA 76:1	PSA 76:title	Renumber title
PSA 76:10	PSA 76:9	Renumber verse
PSA 76:11	PSA 76:10	Renumber verse
PSA 76:12	PSA 76:11	Renumber verse
PSA 76:13	PSA 76:12	Renumber verse
PSA 76:2	PSA 76:1	Renumber verse
PSA 76:3	PSA 76:2	Renumber verse
PSA 76:4	PSA 76:3	Renumber verse
PSA 76:5	PSA 76:4	Renumber verse
PSA 76:6	PSA 76:5	Renumber verse
PSA 76:7	PSA 76:6	Renumber verse
PSA 76:8	PSA 76:7	Renumber verse
PSA 76:9	PSA 76:8	Renumber verse
PSA 77:1	PSA 77:title	Renumber title
PSA 77:10	PSA 77:9	Renumber verse
PSA 77:11	PSA 77:10	Renumber verse
PSA 77:12	PSA 77:11	Renumber verse
PSA 77:13	PSA 77:12	Renumber verse
PSA 77:14	PSA 77:13	Renumber verse
PSA 77:15	PSA 77:14	Renumber verse
PSA 77:16	PSA 77:15	Renumber verse
PSA 77:17	PSA 77:16	Renumber verse
PSA 77:18	PSA 77:17	Renumber verse
PSA 77:19	PSA 77:18	Renumber verse
PSA 77:2	PSA 77:1	Renumber verse
PSA 77:20	PSA 77:19	Renumber verse
PSA 77:21	PSA 77:20	Renumber verse
PSA 77:3	PSA 77:2	Renumber verse
PSA 77:4	PSA 77:3	Renumber verse
PSA 77:5	PSA 77:4	Renumber verse
PSA 77:6	PSA 77:5	Renumber verse
PSA 77:7	PSA 77:6	Renumber verse
PSA 77:8	PSA 77:7	Renumber verse
PSA 77:9	PSA 77:8	Renumber verse
PSA 7:1	PSA 7:title	Renumber title
PSA 7:10	PSA 7:9	Renumber verse
PSA 7:11	PSA 7:10	Renumber verse
PSA 7:12	PSA 7:11	Renumber verse
PSA 7:13	PSA 7:12	Renumber verse
PSA 7:14	PSA 7:13	Renumber verse
PSA 7:15	PSA 7:14	Renumber verse
PSA 7:16	PSA 7:15	Renumber verse
PSA 7:17	PSA 7:16	Renumber verse
PSA 7:18	PSA 7:17	Renumber verse
PSA 7:2	PSA 7:1	Renumber verse
PSA 7:3	PSA 7:2	Renumber verse
PSA 7:4	PSA 7:3	Renumber verse
PSA 7:5	PSA 7:4	Renumber verse
PSA 7:6	PSA 7:5	Renumber verse
PSA 7:7	PSA 7:6	Renumber verse
PSA 7:8	PSA 7:7	Renumber verse
PSA 7:9	PSA 7:8	Renumber verse
PSA 80:1	PSA 80:title	Renumber title
PSA 80:10	PSA 80:9	Renumber verse
PSA 80:11	PSA 80:10	Renumber verse
PSA 80:12	PSA 80:11	Renumber verse
