# lxx versification -> KJV standard; single-verse diffs only (identity elsewhere). Source: STEPBible TVTMS (CC-BY). shoresh versification.build
source_ref	standard_ref	action
NUM 30:2	NUM 30:1	Renumber verse
NUM 30:3	NUM 30:2	Renumber verse
NUM 30:4	NUM 30:3	Renumber verse
NUM 30:5	NUM 30:4	Renumber verse
NUM 30:6	NUM 30:5	Renumber verse
NUM 30:7	NUM 30:6	Renumber verse
NUM 30:8	NUM 30:7	Renumber verse
NUM 30:9	NUM 30:8	Renumber verse
NUM 6:24	NUM 6:25	Renumber verse*
NUM 6:25	NUM 6:26	Renumber verse*
NUM 6:26	NUM 6:27	Renumber verse*
NUM 6:27	NUM 6:24	Renumber verse*
ODA 12:1	MAN 1:1	Renumber verse*
ODA 12:10	MAN 1:10	Renumber verse*
ODA 12:11	MAN 1:11	Renumber verse*
ODA 12:12	MAN 1:12	Renumber verse*
ODA 12:13	MAN 1:13	Renumber verse*
ODA 12:14	MAN 1:14	Renumber verse*
ODA 12:15	MAN 1:15	Renumber verse*
ODA 12:2	MAN 1:2	Renumber verse*
ODA 12:3	MAN 1:3	Renumber verse*
ODA 12:4	MAN 1:4	Renumber verse*
ODA 12:5	MAN 1:5	Renumber verse*
ODA 12:6	MAN 1:6	Renumber verse*
ODA 12:7	MAN 1:7	Renumber verse*
ODA 12:8	MAN 1:8	Renumber verse*
ODA 12:9	MAN 1:9	Renumber verse*
PHP 1:16	PHP 1:17	Renumber verse*
PHP 1:17	PHP 1:16	Renumber verse*
PSA 100:1	PSA 101:1	Renumber verse
PSA 100:2	PSA 101:2	Renumber verse
PSA 100:3	PSA 101:3	Renumber verse
PSA 100:4	PSA 101:4	Renumber verse
PSA 100:5	PSA 101:5	Renumber verse
PSA 100:6	PSA 101:6	Renumber verse
PSA 100:7	PSA 101:7	Renumber verse
PSA 100:8	PSA 101:8	Renumber verse
PSA 101:1	PSA 102:title	Renumber title
PSA 101:10	PSA 102:9	Renumber verse
PSA 101:11	PSA 102:10	Renumber verse
PSA 101:12	PSA 102:11	Renumber verse
PSA 101:13	PSA 102:12	Renumber verse
PSA 101:14	PSA 102:13	Renumber verse
PSA 101:15	PSA 102:14	Renumber verse
PSA 101:16	PSA 102:15	Renumber verse
PSA 101:17	PSA 102:16	Renumber verse
PSA 101:18	PSA 102:17	Renumber verse
PSA 101:19	PSA 102:18	Renumber verse
PSA 101:2	PSA 102:1	Renumber verse
PSA 101:20	PSA 102:19	Renumber verse
PSA 101:21	PSA 102:20	Renumber verse
PSA 101:22	PSA 102:21	Renumber verse
PSA 101:23	PSA 102:22	Renumber verse
PSA 101:24	PSA 102:23	Renumber verse
PSA 101:25	PSA 102:24	Renumber verse
PSA 101:26	PSA 102:25	Renumber verse
PSA 101:27	PSA 102:26	Renumber verse
PSA 101:28	PSA 102:27	Renumber verse
PSA 101:29	PSA 102:28	Renumber verse
PSA 101:3	PSA 102:2	Renumber verse
PSA 101:4	PSA 102:3	Renumber verse
PSA 101:5	PSA 102:4	Renumber verse
PSA 101:6	PSA 102:5	Renumber verse
PSA 101:7	PSA 102:6	Renumber verse
PSA 101:8	PSA 102:7	Renumber verse
PSA 101:9	PSA 102:8	Renumber verse
PSA 102:1	PSA 103:1	Renumber verse
PSA 102:10	PSA 103:10	Renumber verse
PSA 102:11	PSA 103:11	Renumber verse
PSA 102:12	PSA 103:12	Renumber verse
PSA 102:13	PSA 103:13	Renumber verse
PSA 102:14	PSA 103:14	Renumber verse
PSA 102:15	PSA 103:15	Renumber verse
PSA 102:16	PSA 103:16	Renumber verse
PSA 102:17	PSA 103:17	Renumber verse
PSA 102:18	PSA 103:18	Renumber verse
PSA 102:19	PSA 103:19	Renumber verse
PSA 102:2	PSA 103:2	Renumber verse
PSA 102:20	PSA 103:20	Renumber verse
PSA 102:21	PSA 103:21	Renumber verse
PSA 102:22	PSA 103:22	Renumber verse
PSA 102:3	PSA 103:3	Renumber verse
PSA 102:4	PSA 103:4	Renumber verse
PSA 102:5	PSA 103:5	Renumber verse
PSA 102:6	PSA 103:6	Renumber verse
PSA 102:7	PSA 103:7	Renumber verse
PSA 102:8	PSA 103:8	Renumber verse
PSA 102:9	PSA 103:9	Renumber verse
PSA 103:1	PSA 104:1	Renumber verse
PSA 103:10	PSA 104:10	Renumber verse
PSA 103:11	PSA 104:11	Renumber verse
PSA 103:12	PSA 104:12	Renumber verse
PSA 103:13	PSA 104:13	Renumber verse
PSA 103:14	PSA 104:14	Renumber verse
PSA 103:15	PSA 104:15	Renumber verse
PSA 103:16	PSA 104:16	Renumber verse
PSA 103:17	PSA 104:17	Renumber verse
PSA 103:18	PSA 104:18	Renumber verse
PSA 103:19	PSA 104:19	Renumber verse
PSA 103:2	PSA 104:2	Renumber verse
PSA 103:20	PSA 104:20	Renumber verse
PSA 103:21	PSA 104:21	Renumber verse
PSA 103:22	PSA 104:22	Renumber verse
PSA 103:23	PSA 104:23	Renumber verse
PSA 103:24	PSA 104:24	Renumber verse
PSA 103:25	PSA 104:25	Renumber verse
PSA 103:26	PSA 104:26	Renumber verse
PSA 103:27	PSA 104:27	Renumber verse
PSA 103:28	PSA 104:28	Renumber verse
PSA 103:29	PSA 104:29	Renumber verse
PSA 103:3	PSA 104:3	Renumber verse
PSA 103:30	PSA 104:30	Renumber verse
PSA 103:31	PSA 104:31	Renumber verse
PSA 103:32	PSA 104:32	Renumber verse
PSA 103:33	PSA 104:33	Renumber verse
PSA 103:34	PSA 104:34	Renumber verse
PSA 103:35	PSA 104:35	Renumber verse
PSA 103:4	PSA 104:4	Renumber verse
PSA 103:5	PSA 104:5	Renumber verse
PSA 103:6	PSA 104:6	Renumber verse
PSA 103:7	PSA 104:7	Renumber verse
PSA 103:8	PSA 104:8	Renumber verse
PSA 103:9	PSA 104:9	Renumber verse
PSA 104:1	PSA 105:1	Renumber verse
PSA 104:10	PSA 105:10	Renumber verse
PSA 104:11	PSA 105:11	Renumber verse
PSA 104:12	PSA 105:12	Renumber verse
PSA 104:13	PSA 105:13	Renumber verse
PSA 104:14	PSA 105:14	Renumber verse
PSA 104:15	PSA 105:15	Renumber verse
PSA 104:16	PSA 105:16	Renumber verse
PSA 104:17	PSA 105:17	Renumber verse
PSA 104:18	PSA 105:18	Renumber verse
PSA 104:19	PSA 105:19	Renumber verse
PSA 104:2	PSA 105:2	Renumber verse
PSA 104:20	PSA 105:20	Renumber verse
PSA 104:21	PSA 105:21	Renumber verse
PSA 104:22	PSA 105:22	Renumber verse
PSA 104:23	PSA 105:23	Renumber verse
PSA 104:24	PSA 105:24	Renumber verse
PSA 104:25	PSA 105:25	Renumber verse
PSA 104:26	PSA 105:26	Renumber verse
PSA 104:27	PSA 105:27	Renumber verse
PSA 104:28	PSA 105:28	Renumber verse
PSA 104:29	PSA 105:29	Renumber verse
PSA 104:3	PSA 105:3	Renumber verse
PSA 104:30	PSA 105:30	Renumber verse
PSA 104:31	PSA 105:31	Renumber verse
PSA 104:32	PSA 105:32	Renumber verse
PSA 104:33	PSA 105:33	Renumber verse
PSA 104:34	PSA 105:34	Renumber verse
PSA 104:35	PSA 105:35	Renumber verse
PSA 104:36	PSA 105:36	Renumber verse
PSA 104:37	PSA 105:37	Renumber verse
PSA 104:38	PSA 105:38	Renumber verse
PSA 104:39	PSA 105:39	Renumber verse
PSA 104:4	PSA 105:4	Renumber verse
PSA 104:40	PSA 105:40	Renumber verse
PSA 104:41	PSA 105:41	Renumber verse
PSA 104:42	PSA 105:42	Renumber verse
PSA 104:43	PSA 105:43	Renumber verse
PSA 104:44	PSA 105:44	Renumber verse
PSA 104:45	PSA 105:45	Renumber verse
PSA 104:5	PSA 105:5	Renumber verse
PSA 104:6	PSA 105:6	Renumber verse
PSA 104:7	PSA 105:7	Renumber verse
PSA 104:8	PSA 105:8	Renumber verse
PSA 104:9	PSA 105:9	Renumber verse
PSA 105:1	PSA 106:1	Renumber verse
PSA 105:10	PSA 106:10	Renumber verse
PSA 105:11	PSA 106:11	Renumber verse
PSA 105:12	PSA 106:12	Renumber verse
PSA 105:13	PSA 106:13	Renumber verse
PSA 105:14	PSA 106:14	Renumber verse
PSA 105:15	PSA 106:15	Renumber verse
PSA 105:16	PSA 106:16	Renumber verse
PSA 105:17	PSA 106:17	Renumber verse
PSA 105:18	PSA 106:18	Renumber verse
PSA 105:19	PSA 106:19	Renumber verse
PSA 105:2	PSA 106:2	Renumber verse
PSA 105:20	PSA 106:20	Renumber verse
PSA 105:21	PSA 106:21	Renumber verse
PSA 105:22	PSA 106:22	Renumber verse
PSA 105:23	PSA 106:23	Renumber verse
PSA 105:24	PSA 106:24	Renumber verse
PSA 105:25	PSA 106:25	Renumber verse
PSA 105:26	PSA 106:26	Renumber verse
PSA 105:27	PSA 106:27	Renumber verse
PSA 105:28	PSA 106:28	Renumber verse
PSA 105:29	PSA 106:29	Renumber verse
PSA 105:3	PSA 106:3	Renumber verse
PSA 105:30	PSA 106:30	Renumber verse
PSA 105:31	PSA 106:31	Renumber verse
PSA 105:32	PSA 106:32	Renumber verse
PSA 105:33	PSA 106:33	Renumber verse
PSA 105:34	PSA 106:34	Renumber verse
PSA 105:35	PSA 106:35	Renumber verse
PSA 105:36	PSA 106:36	Renumber verse
PSA 105:37	PSA 106:37	Renumber verse
PSA 105:38	PSA 106:38	Renumber verse
PSA 105:39	PSA 106:39	Renumber verse
PSA 105:4	PSA 106:4	Renumber verse
PSA 105:40	PSA 106:40	Renumber verse
PSA 105:41	PSA 106:41	Renumber verse
PSA 105:42	PSA 106:42	Renumber verse
PSA 105:43	PSA 106:43	Renumber verse
PSA 105:44	PSA 106:44	Renumber verse
PSA 105:45	PSA 106:45	Renumber verse
PSA 105:46	PSA 106:46	Renumber verse
PSA 105:47	PSA 106:47	Renumber verse
PSA 105:48	PSA 106:48	Renumber verse
PSA 105:5	PSA 106:5	Renumber verse
PSA 105:6	PSA 106:6	Renumber verse
PSA 105:7	PSA 106:7	Renumber verse
PSA 105:8	PSA 106:8	Renumber verse
PSA 105:9	PSA 106:9	Renumber verse
PSA 106:1	PSA 107:1	Renumber verse
PSA 106:10	PSA 107:10	Renumber verse
PSA 106:11	PSA 107:11	Renumber verse
PSA 106:12	PSA 107:12	Renumber verse
PSA 106:13	PSA 107:13	Renumber verse
PSA 106:14	PSA 107:14	Renumber verse
PSA 106:15	PSA 107:15	Renumber verse
PSA 106:16	PSA 107:16	Renumber verse
PSA 106:17	PSA 107:17	Renumber verse
PSA 106:18	PSA 107:18	Renumber verse
PSA 106:19	PSA 107:19	Renumber verse
PSA 106:2	PSA 107:2	Renumber verse
PSA 106:20	PSA 107:20	Renumber verse
PSA 106:21	PSA 107:21	Renumber verse
PSA 106:22	PSA 107:22	Renumber verse
PSA 106:23	PSA 107:23	Renumber verse
PSA 106:24	PSA 107:24	Renumber verse
PSA 106:25	PSA 107:25	Renumber verse
PSA 106:26	PSA 107:26	Renumber verse
PSA 106:27	PSA 107:27	Renumber verse
PSA 106:28	PSA 107:28	Renumber verse
PSA 106:29	PSA 107:29	Renumber verse
PSA 106:3	PSA 107:3	Renumber verse
PSA 106:30	PSA 107:30	Renumber verse
PSA 106:31	PSA 107:31	Renumber verse
PSA 106:32	PSA 107:32	Renumber verse
PSA 106:33	PSA 107:33	Renumber verse
PSA 106:34	PSA 107:34	Renumber verse
PSA 106:35	PSA 107:35	Renumber verse
PSA 106:36	PSA 107:36	Renumber verse
PSA 106:37	PSA 107:37	Renumber verse
PSA 106:38	PSA 107:38	Renumber verse
PSA 106:39	PSA 107:39	Renumber verse
PSA 106:4	PSA 107:4	Renumber verse
PSA 106:40	PSA 107:40	Renumber verse
PSA 106:41	PSA 107:41	Renumber verse
PSA 106:42	PSA 107:42	Renumber verse
PSA 106:43	PSA 107:43	Renumber verse
PSA 106:5	PSA 107:5	Renumber verse
PSA 106:6	PSA 107:6	Renumber verse
PSA 106:7	PSA 107:7	Renumber verse
PSA 106:8	PSA 107:8	Renumber verse
PSA 106:9	PSA 107:9	Renumber verse
PSA 107:1	PSA 108:title	Renumber title
PSA 107:10	PSA 108:9	Renumber verse
PSA 107:11	PSA 108:10	Renumber verse
PSA 107:12	PSA 108:11	Renumber verse
PSA 107:13	PSA 108:12	Renumber verse
PSA 107:14	PSA 108:13	Renumber verse
PSA 107:2	PSA 108:1	Renumber verse
PSA 107:3	PSA 108:2	Renumber verse
PSA 107:4	PSA 108:3	Renumber verse
PSA 107:5	PSA 108:4	Renumber verse
PSA 107:6	PSA 108:5	Renumber verse
PSA 107:7	PSA 108:6	Renumber verse
PSA 107:8	PSA 108:7	Renumber verse
PSA 107:9	PSA 108:8	Renumber verse
PSA 108:1	PSA 109:1	Renumber verse
PSA 108:10	PSA 109:10	Renumber verse
PSA 108:11	PSA 109:11	Renumber verse
PSA 108:12	PSA 109:12	Renumber verse
PSA 108:13	PSA 109:13	Renumber verse
PSA 108:14	PSA 109:14	Renumber verse
PSA 108:15	PSA 109:15	Renumber verse
PSA 108:16	PSA 109:16	Renumber verse
PSA 108:17	PSA 109:17	Renumber verse
PSA 108:18	PSA 109:18	Renumber verse
PSA 108:19	PSA 109:19	Renumber verse
PSA 108:2	PSA 109:2	Renumber verse
PSA 108:20	PSA 109:20	Renumber verse
PSA 108:21	PSA 109:21	Renumber verse
PSA 108:22	PSA 109:22	Renumber verse
PSA 108:23	PSA 109:23	Renumber verse
PSA 108:24	PSA 109:24	Renumber verse
PSA 108:25	PSA 109:25	Renumber verse
PSA 108:26	PSA 109:26	Renumber verse
PSA 108:27	PSA 109:27	Renumber verse
PSA 108:28	PSA 109:28	Renumber verse
PSA 108:29	PSA 109:29	Renumber verse
PSA 108:3	PSA 109:3	Renumber verse
PSA 108:30	PSA 109:30	Renumber verse
PSA 108:31	PSA 109:31	Renumber verse
PSA 108:4	PSA 109:4	Renumber verse
PSA 108:5	PSA 109:5	Renumber verse
PSA 108:6	PSA 109:6	Renumber verse
PSA 108:7	PSA 109:7	Renumber verse
PSA 108:8	PSA 109:8	Renumber verse
PSA 108:9	PSA 109:9	Renumber verse
PSA 109:1	PSA 110:1	Renumber verse
PSA 109:2	PSA 110:2	Renumber verse
PSA 109:3	PSA 110:3	Renumber verse
PSA 109:4	PSA 110:4	Renumber verse
PSA 109:5	PSA 110:5	Renumber verse
PSA 109:6	PSA 110:6	Renumber verse
PSA 109:7	PSA 110:7	Renumber verse
PSA 10:1	PSA 11:1	Renumber verse
PSA 10:2	PSA 11:2	Renumber verse
PSA 10:3	PSA 11:3	Renumber verse
PSA 10:4	PSA 11:4	Renumber verse
PSA 10:5	PSA 11:5	Renumber verse
PSA 10:6	PSA 11:6	Renumber verse
PSA 10:7	PSA 11:7	Renumber verse
PSA 110:1	PSA 111:1	Renumber verse
PSA 110:10	PSA 111:10	Renumber verse
PSA 110:2	PSA 111:2	Renumber verse
PSA 110:3	PSA 111:3	Renumber verse
PSA 110:4	PSA 111:4	Renumber verse
PSA 110:5	PSA 111:5	Renumber verse
PSA 110:6	PSA 111:6	Renumber verse
PSA 110:7	PSA 111:7	Renumber verse
PSA 110:8	PSA 111:8	Renumber verse
PSA 110:9	PSA 111:9	Renumber verse
PSA 111:1	PSA 112:1	Renumber verse
PSA 111:10	PSA 112:10	Renumber verse
PSA 111:2	PSA 112:2	Renumber verse
PSA 111:3	PSA 112:3	Renumber verse
PSA 111:4	PSA 112:4	Renumber verse
PSA 111:5	PSA 112:5	Renumber verse
PSA 111:6	PSA 112:6	Renumber verse
PSA 111:7	PSA 112:7	Renumber verse
PSA 111:8	PSA 112:8	Renumber verse
PSA 111:9	PSA 112:9	Renumber verse
PSA 112:1	PSA 113:1	Renumber verse
PSA 112:2	PSA 113:2	Renumber verse
PSA 112:3	PSA 113:3	Renumber verse
PSA 112:4	PSA 113:4	Renumber verse
PSA 112:5	PSA 113:5	Renumber verse
PSA 112:6	PSA 113:6	Renumber verse
PSA 112:7	PSA 113:7	Renumber verse
PSA 112:8	PSA 113:8	Renumber verse
PSA 112:9	PSA 113:9	Renumber verse
PSA 113:1	PSA 114:1	Renumber verse
PSA 113:10	PSA 115:2	Renumber verse
PSA 113:11	PSA 115:3	Renumber verse
PSA 113:12	PSA 115:4	Renumber verse
PSA 113:13	PSA 115:5	Renumber verse
PSA 113:14	PSA 115:6	Renumber verse
PSA 113:15	PSA 115:7	Renumber verse
PSA 113:16	PSA 115:8	Renumber verse
PSA 113:17	PSA 115:9	Renumber verse
PSA 113:18	PSA 115:10	Renumber verse
PSA 113:19	PSA 115:11	Renumber verse
PSA 113:2	PSA 114:2	Renumber verse
PSA 113:20	PSA 115:12	Renumber verse
PSA 113:21	PSA 115:13	Renumber verse
PSA 113:22	PSA 115:14	Renumber verse
PSA 113:23	PSA 115:15	Renumber verse
PSA 113:24	PSA 115:16	Renumber verse
PSA 113:25	PSA 115:17	Renumber verse
PSA 113:26	PSA 115:18	Renumber verse
PSA 113:3	PSA 114:3	Renumber verse
PSA 113:4	PSA 114:4	Renumber verse
PSA 113:5	PSA 114:5	Renumber verse
PSA 113:6	PSA 114:6	Renumber verse
PSA 113:7	PSA 114:7	Renumber verse
PSA 113:8	PSA 114:8	Renumber verse
PSA 113:9	PSA 115:1	Renumber verse
PSA 114:1	PSA 116:1	Renumber verse
PSA 114:2	PSA 116:2	Renumber verse
PSA 114:3	PSA 116:3	Renumber verse
PSA 114:4	PSA 116:4	Renumber verse
PSA 114:5	PSA 116:5	Renumber verse
PSA 114:6	PSA 116:6	Renumber verse
PSA 114:7	PSA 116:7	Renumber verse
PSA 114:8	PSA 116:8	Renumber verse
PSA 114:9	PSA 116:9	Renumber verse
PSA 115:1	PSA 116:10	Renumber verse
PSA 115:10	PSA 116:19	Renumber verse
PSA 115:2	PSA 116:11	Renumber verse
PSA 115:3	PSA 116:12	Renumber verse
PSA 115:4	PSA 116:13	Renumber verse
PSA 115:5	PSA 116:14	Renumber verse
PSA 115:6	PSA 116:15	Renumber verse
PSA 115:7	PSA 116:16	Renumber verse
PSA 115:8	PSA 116:17	Renumber verse
PSA 115:9	PSA 116:18	Renumber verse
PSA 116:1	PSA 117:1	Renumber verse
PSA 116:2	PSA 117:2	Renumber verse
PSA 117:1	PSA 118:1	Renumber verse
PSA 117:10	PSA 118:10	Renumber verse
PSA 117:11	PSA 118:11	Renumber verse
PSA 117:12	PSA 118:12	Renumber verse
PSA 117:13	PSA 118:13	Renumber verse
PSA 117:14	PSA 118:14	Renumber verse
PSA 117:15	PSA 118:15	Renumber verse
PSA 117:16	PSA 118:16	Renumber verse
PSA 117:17	PSA 118:17	Renumber verse
PSA 117:18	PSA 118:18	Renumber verse
PSA 117:19	PSA 118:19	Renumber verse
PSA 117:2	PSA 118:2	Renumber verse
PSA 117:20	PSA 118:20	Renumber verse
PSA 117:21	PSA 118:21	Renumber verse
PSA 117:22	PSA 118:22	Renumber verse
PSA 117:23	PSA 118:23	Renumber verse
PSA 117:24	PSA 118:24	Renumber verse
PSA 117:25	PSA 118:25	Renumber verse
PSA 117:26	PSA 118:26	Renumber verse
PSA 117:27	PSA 118:27	Renumber verse
PSA 117:28	PSA 118:28	Renumber verse
PSA 117:29	PSA 118:29	Renumber verse
PSA 117:3	PSA 118:3	Renumber verse
PSA 117:4	PSA 118:4	Renumber verse
PSA 117:5	PSA 118:5	Renumber verse
PSA 117:6	PSA 118:6	Renumber verse
PSA 117:7	PSA 118:7	Renumber verse
PSA 117:8	PSA 118:8	Renumber verse
PSA 117:9	PSA 118:9	Renumber verse
PSA 118:1	PSA 119:1	Renumber verse
PSA 118:10	PSA 119:10	Renumber verse
PSA 118:100	PSA 119:100	Renumber verse
PSA 118:101	PSA 119:101	Renumber verse
PSA 118:102	PSA 119:102	Renumber verse
PSA 118:103	PSA 119:103	Renumber verse
PSA 118:104	PSA 119:104	Renumber verse
PSA 118:105	PSA 119:105	Renumber verse
PSA 118:106	PSA 119:106	Renumber verse
PSA 118:107	PSA 119:107	Renumber verse
PSA 118:108	PSA 119:108	Renumber verse
PSA 118:109	PSA 119:109	Renumber verse
PSA 118:11	PSA 119:11	Renumber verse
PSA 118:110	PSA 119:110	Renumber verse
PSA 118:111	PSA 119:111	Renumber verse
PSA 118:112	PSA 119:112	Renumber verse
PSA 118:113	PSA 119:113	Renumber verse
PSA 118:114	PSA 119:114	Renumber verse
PSA 118:115	PSA 119:115	Renumber verse
PSA 118:116	PSA 119:116	Renumber verse
PSA 118:117	PSA 119:117	Renumber verse
PSA 118:118	PSA 119:118	Renumber verse
PSA 118:119	PSA 119:119	Renumber verse
PSA 118:12	PSA 119:12	Renumber verse
PSA 118:120	PSA 119:120	Renumber verse
PSA 118:121	PSA 119:121	Renumber verse
PSA 118:122	PSA 119:122	Renumber verse
PSA 118:123	PSA 119:123	Renumber verse
PSA 118:124	PSA 119:124	Renumber verse
PSA 118:125	PSA 119:125	Renumber verse
PSA 118:126	PSA 119:126	Renumber verse
PSA 118:127	PSA 119:127	Renumber verse
PSA 118:128	PSA 119:128	Renumber verse
PSA 118:129	PSA 119:129	Renumber verse
PSA 118:13	PSA 119:13	Renumber verse
PSA 118:130	PSA 119:130	Renumber verse
PSA 118:131	PSA 119:131	Renumber verse
PSA 118:132	PSA 119:132	Renumber verse
PSA 118:133	PSA 119:133	Renumber verse
PSA 118:134	PSA 119:134	Renumber verse
PSA 118:135	PSA 119:135	Renumber verse
PSA 118:136	PSA 119:136	Renumber verse
PSA 118:137	PSA 119:137	Renumber verse
PSA 118:138	PSA 119:138	Renumber verse
PSA 118:139	PSA 119:139	Renumber verse
PSA 118:14	PSA 119:14	Renumber verse
PSA 118:140	PSA 119:140	Renumber verse
PSA 118:141	PSA 119:141	Renumber verse
PSA 118:142	PSA 119:142	Renumber verse
PSA 118:143	PSA 119:143	Renumber verse
PSA 118:144	PSA 119:144	Renumber verse
PSA 118:145	PSA 119:145	Renumber verse
PSA 118:146	PSA 119:146	Renumber verse
PSA 118:147	PSA 119:147	Renumber verse
PSA 118:148	PSA 119:148	Renumber verse
PSA 118:149	PSA 119:149	Renumber verse
PSA 118:15	PSA 119:15	Renumber verse
PSA 118:150	PSA 119:150	Renumber verse
PSA 118:151	PSA 119:151	Renumber verse
PSA 118:152	PSA 119:152	Renumber verse
PSA 118:153	PSA 119:153	Renumber verse
PSA 118:154	PSA 119:154	Renumber verse
PSA 118:155	PSA 119:155	Renumber verse
PSA 118:156	PSA 119:156	Renumber verse
PSA 118:157	PSA 119:157	Renumber verse
PSA 118:158	PSA 119:158	Renumber verse
PSA 118:159	PSA 119:159	Renumber verse
PSA 118:16	PSA 119:16	Renumber verse
PSA 118:160	PSA 119:160	Renumber verse
PSA 118:161	PSA 119:161	Renumber verse
PSA 118:162	PSA 119:162	Renumber verse
PSA 118:163	PSA 119:163	Renumber verse
PSA 118:164	PSA 119:164	Renumber verse
PSA 118:165	PSA 119:165	Renumber verse
PSA 118:166	PSA 119:166	Renumber verse
PSA 118:167	PSA 119:167	Renumber verse
PSA 118:168	PSA 119:168	Renumber verse
PSA 118:169	PSA 119:169	Renumber verse
PSA 118:17	PSA 119:17	Renumber verse
PSA 118:170	PSA 119:170	Renumber verse
PSA 118:171	PSA 119:171	Renumber verse
PSA 118:172	PSA 119:172	Renumber verse
PSA 118:173	PSA 119:173	Renumber verse
PSA 118:174	PSA 119:174	Renumber verse
PSA 118:175	PSA 119:175	Renumber verse
PSA 118:176	PSA 119:176	Renumber verse
PSA 118:18	PSA 119:18	Renumber verse
PSA 118:19	PSA 119:19	Renumber verse
PSA 118:2	PSA 119:2	Renumber verse
PSA 118:20	PSA 119:20	Renumber verse
PSA 118:21	PSA 119:21	Renumber verse
PSA 118:22	PSA 119:22	Renumber verse
PSA 118:23	PSA 119:23	Renumber verse
PSA 118:24	PSA 119:24	Renumber verse
PSA 118:25	PSA 119:25	Renumber verse
PSA 118:26	PSA 119:26	Renumber verse
PSA 118:27	PSA 119:27	Renumber verse
PSA 118:28	PSA 119:28	Renumber verse
PSA 118:29	PSA 119:29	Renumber verse
PSA 118:3	PSA 119:3	Renumber verse
PSA 118:30	PSA 119:30	Renumber verse
PSA 118:31	PSA 119:31	Renumber verse
PSA 118:32	PSA 119:32	Renumber verse
PSA 118:33	PSA 119:33	Renumber verse
PSA 118:34	PSA 119:34	Renumber verse
PSA 118:35	PSA 119:35	Renumber verse
PSA 118:36	PSA 119:36	Renumber verse
PSA 118:37	PSA 119:37	Renumber verse
PSA 118:38	PSA 119:38	Renumber verse
PSA 118:39	PSA 119:39	Renumber verse
PSA 118:4	PSA 119:4	Renumber verse
PSA 118:40	PSA 119:40	Renumber verse
PSA 118:41	PSA 119:41	Renumber verse
PSA 118:42	PSA 119:42	Renumber verse
PSA 118:43	PSA 119:43	Renumber verse
PSA 118:44	PSA 119:44	Renumber verse
PSA 118:45	PSA 119:45	Renumber verse
PSA 118:46	PSA 119:46	Renumber verse
PSA 118:47	PSA 119:47	Renumber verse
PSA 118:48	PSA 119:48	Renumber verse
PSA 118:49	PSA 119:49	Renumber verse
PSA 118:5	PSA 119:5	Renumber verse
PSA 118:50	PSA 119:50	Renumber verse
PSA 118:51	PSA 119:51	Renumber verse
PSA 118:52	PSA 119:52	Renumber verse
PSA 118:53	PSA 119:53	Renumber verse
PSA 118:54	PSA 119:54	Renumber verse
PSA 118:55	PSA 119:55	Renumber verse
PSA 118:56	PSA 119:56	Renumber verse
PSA 118:57	PSA 119:57	Renumber verse
PSA 118:58	PSA 119:58	Renumber verse
PSA 118:59	PSA 119:59	Renumber verse
PSA 118:6	PSA 119:6	Renumber verse
PSA 118:60	PSA 119:60	Renumber verse
PSA 118:61	PSA 119:61	Renumber verse
PSA 118:62	PSA 119:62	Renumber verse
PSA 118:63	PSA 119:63	Renumber verse
PSA 118:64	PSA 119:64	Renumber verse
PSA 118:65	PSA 119:65	Renumber verse
PSA 118:66	PSA 119:66	Renumber verse
PSA 118:67	PSA 119:67	Renumber verse
PSA 118:68	PSA 119:68	Renumber verse
PSA 118:69	PSA 119:69	Renumber verse
PSA 118:7	PSA 119:7	Renumber verse
PSA 118:70	PSA 119:70	Renumber verse
PSA 118:71	PSA 119:71	Renumber verse
PSA 118:72	PSA 119:72	Renumber verse
PSA 118:73	PSA 119:73	Renumber verse
PSA 118:74	PSA 119:74	Renumber verse
PSA 118:75	PSA 119:75	Renumber verse
PSA 118:76	PSA 119:76	Renumber verse
PSA 118:77	PSA 119:77	Renumber verse
PSA 118:78	PSA 119:78	Renumber verse
PSA 118:79	PSA 119:79	Renumber verse
PSA 118:8	PSA 119:8	Renumber verse
PSA 118:80	PSA 119:80	Renumber verse
PSA 118:81	PSA 119:81	Renumber verse
PSA 118:82	PSA 119:82	Renumber verse
PSA 118:83	PSA 119:83	Renumber verse
PSA 118:84	PSA 119:84	Renumber verse
PSA 118:85	PSA 119:85	Renumber verse
PSA 118:86	PSA 119:86	Renumber verse
PSA 118:87	PSA 119:87	Renumber verse
PSA 118:88	PSA 119:88	Renumber verse
PSA 118:89	PSA 119:89	Renumber verse
PSA 118:9	PSA 119:9	Renumber verse
PSA 118:90	PSA 119:90	Renumber verse
PSA 118:91	PSA 119:91	Renumber verse
PSA 118:92	PSA 119:92	Renumber verse
PSA 118:93	PSA 119:93	Renumber verse
PSA 118:94	PSA 119:94	Renumber verse
PSA 118:95	PSA 119:95	Renumber verse
PSA 118:96	PSA 119:96	Renumber verse
PSA 118:97	PSA 119:97	Renumber verse
PSA 118:98	PSA 119:98	Renumber verse
PSA 118:99	PSA 119:99	Renumber verse
PSA 118:title	PSA 119:title	Renumber verse
PSA 119:1	PSA 120:1	Renumber verse
PSA 119:2	PSA 120:2	Renumber verse
PSA 119:3	PSA 120:3	Renumber verse
PSA 119:4	PSA 120:4	Renumber verse
