# lxx versification -> KJV standard; single-verse diffs only (identity elsewhere). Source: STEPBible TVTMS (CC-BY). shoresh versification.build
source_ref	standard_ref	action
PSA 72:2	PSA 73:2	Renumber verse
PSA 72:20	PSA 73:20	Renumber verse
PSA 72:21	PSA 73:21	Renumber verse
PSA 72:22	PSA 73:22	Renumber verse
PSA 72:23	PSA 73:23	Renumber verse
PSA 72:24	PSA 73:24	Renumber verse
PSA 72:25	PSA 73:25	Renumber verse
PSA 72:26	PSA 73:26	Renumber verse
PSA 72:27	PSA 73:27	Renumber verse
PSA 72:28	PSA 73:28	Renumber verse
PSA 72:3	PSA 73:3	Renumber verse
PSA 72:4	PSA 73:4	Renumber verse
PSA 72:5	PSA 73:5	Renumber verse
PSA 72:6	PSA 73:6	Renumber verse
PSA 72:7	PSA 73:7	Renumber verse
PSA 72:8	PSA 73:8	Renumber verse
PSA 72:9	PSA 73:9	Renumber verse
PSA 73:1	PSA 74:1	Renumber verse
PSA 73:10	PSA 74:10	Renumber verse
PSA 73:11	PSA 74:11	Renumber verse
PSA 73:12	PSA 74:12	Renumber verse
PSA 73:13	PSA 74:13	Renumber verse
PSA 73:14	PSA 74:14	Renumber verse
PSA 73:15	PSA 74:15	Renumber verse
PSA 73:16	PSA 74:16	Renumber verse
PSA 73:17	PSA 74:17	Renumber verse
PSA 73:18	PSA 74:18	Renumber verse
PSA 73:19	PSA 74:19	Renumber verse
PSA 73:2	PSA 74:2	Renumber verse
PSA 73:20	PSA 74:20	Renumber verse
PSA 73:21	PSA 74:21	Renumber verse
PSA 73:22	PSA 74:22	Renumber verse
PSA 73:23	PSA 74:23	Renumber verse
PSA 73:3	PSA 74:3	Renumber verse
PSA 73:4	PSA 74:4	Renumber verse
PSA 73:5	PSA 74:5	Renumber verse
PSA 73:6	PSA 74:6	Renumber verse
PSA 73:7	PSA 74:7	Renumber verse
PSA 73:8	PSA 74:8	Renumber verse
PSA 73:9	PSA 74:9	Renumber verse
PSA 74:1	PSA 75:title	Renumber title
PSA 74:10	PSA 75:9	Renumber verse
PSA 74:11	PSA 75:10	Renumber verse
PSA 74:2	PSA 75:1	Renumber verse
PSA 74:3	PSA 75:2	Renumber verse
PSA 74:4	PSA 75:3	Renumber verse
PSA 74:5	PSA 75:4	Renumber verse
PSA 74:6	PSA 75:5	Renumber verse
PSA 74:7	PSA 75:6	Renumber verse
PSA 74:8	PSA 75:7	Renumber verse
PSA 74:9	PSA 75:8	Renumber verse
PSA 75:1	PSA 76:title	Renumber title
PSA 75:10	PSA 76:9	Renumber verse
PSA 75:11	PSA 76:10	Renumber verse
PSA 75:12	PSA 76:11	Renumber verse
PSA 75:13	PSA 76:12	Renumber verse
PSA 75:2	PSA 76:1	Renumber verse
PSA 75:3	PSA 76:2	Renumber verse
PSA 75:4	PSA 76:3	Renumber verse
PSA 75:5	PSA 76:4	Renumber verse
PSA 75:6	PSA 76:5	Renumber verse
PSA 75:7	PSA 76:6	Renumber verse
PSA 75:8	PSA 76:7	Renumber verse
PSA 75:9	PSA 76:8	Renumber verse
PSA 76:1	PSA 77:title	Renumber title
PSA 76:10	PSA 77:9	Renumber verse
PSA 76:11	PSA 77:10	Renumber verse
PSA 76:12	PSA 77:11	Renumber verse
PSA 76:13	PSA 77:12	Renumber verse
PSA 76:14	PSA 77:13	Renumber verse
PSA 76:15	PSA 77:14	Renumber verse
PSA 76:16	PSA 77:15	Renumber verse
PSA 76:17	PSA 77:16	Renumber verse
PSA 76:18	PSA 77:17	Renumber verse
PSA 76:19	PSA 77:18	Renumber verse
PSA 76:2	PSA 77:1	Renumber verse
PSA 76:20	PSA 77:19	Renumber verse
PSA 76:21	PSA 77:20	Renumber verse
PSA 76:3	PSA 77:2	Renumber verse
PSA 76:4	PSA 77:3	Renumber verse
PSA 76:5	PSA 77:4	Renumber verse
PSA 76:6	PSA 77:5	Renumber verse
PSA 76:7	PSA 77:6	Renumber verse
PSA 76:8	PSA 77:7	Renumber verse
PSA 76:9	PSA 77:8	Renumber verse
PSA 77:1	PSA 78:1	Renumber verse
PSA 77:10	PSA 78:10	Renumber verse
PSA 77:11	PSA 78:11	Renumber verse
PSA 77:12	PSA 78:12	Renumber verse
PSA 77:13	PSA 78:13	Renumber verse
PSA 77:14	PSA 78:14	Renumber verse
PSA 77:15	PSA 78:15	Renumber verse
PSA 77:16	PSA 78:16	Renumber verse
PSA 77:17	PSA 78:17	Renumber verse
PSA 77:18	PSA 78:18	Renumber verse
PSA 77:19	PSA 78:19	Renumber verse
PSA 77:2	PSA 78:2	Renumber verse
PSA 77:20	PSA 78:20	Renumber verse
PSA 77:21	PSA 78:21	Renumber verse
PSA 77:22	PSA 78:22	Renumber verse
PSA 77:23	PSA 78:23	Renumber verse
PSA 77:24	PSA 78:24	Renumber verse
PSA 77:25	PSA 78:25	Renumber verse
PSA 77:26	PSA 78:26	Renumber verse
PSA 77:27	PSA 78:27	Renumber verse
PSA 77:28	PSA 78:28	Renumber verse
PSA 77:29	PSA 78:29	Renumber verse
PSA 77:3	PSA 78:3	Renumber verse
PSA 77:30	PSA 78:30	Renumber verse
PSA 77:31	PSA 78:31	Renumber verse
PSA 77:32	PSA 78:32	Renumber verse
PSA 77:33	PSA 78:33	Renumber verse
PSA 77:34	PSA 78:34	Renumber verse
PSA 77:35	PSA 78:35	Renumber verse
PSA 77:36	PSA 78:36	Renumber verse
PSA 77:37	PSA 78:37	Renumber verse
PSA 77:38	PSA 78:38	Renumber verse
PSA 77:39	PSA 78:39	Renumber verse
PSA 77:4	PSA 78:4	Renumber verse
PSA 77:40	PSA 78:40	Renumber verse
PSA 77:41	PSA 78:41	Renumber verse
PSA 77:42	PSA 78:42	Renumber verse
PSA 77:43	PSA 78:43	Renumber verse
PSA 77:44	PSA 78:44	Renumber verse
PSA 77:45	PSA 78:45	Renumber verse
PSA 77:46	PSA 78:46	Renumber verse
PSA 77:47	PSA 78:47	Renumber verse
PSA 77:48	PSA 78:48	Renumber verse
PSA 77:49	PSA 78:49	Renumber verse
PSA 77:5	PSA 78:5	Renumber verse
PSA 77:50	PSA 78:50	Renumber verse
PSA 77:51	PSA 78:51	Renumber verse
PSA 77:52	PSA 78:52	Renumber verse
PSA 77:53	PSA 78:53	Renumber verse
PSA 77:54	PSA 78:54	Renumber verse
PSA 77:55	PSA 78:55	Renumber verse
PSA 77:56	PSA 78:56	Renumber verse
PSA 77:57	PSA 78:57	Renumber verse
PSA 77:58	PSA 78:58	Renumber verse
PSA 77:59	PSA 78:59	Renumber verse
PSA 77:6	PSA 78:6	Renumber verse
PSA 77:60	PSA 78:60	Renumber verse
PSA 77:61	PSA 78:61	Renumber verse
PSA 77:62	PSA 78:62	Renumber verse
PSA 77:63	PSA 78:63	Renumber verse
PSA 77:64	PSA 78:64	Renumber verse
PSA 77:65	PSA 78:65	Renumber verse
PSA 77:66	PSA 78:66	Renumber verse
PSA 77:67	PSA 78:67	Renumber verse
PSA 77:68	PSA 78:68	Renumber verse
PSA 77:69	PSA 78:69	Renumber verse
PSA 77:7	PSA 78:7	Renumber verse
PSA 77:70	PSA 78:70	Renumber verse
PSA 77:71	PSA 78:71	Renumber verse
PSA 77:72	PSA 78:72	Renumber verse
PSA 77:8	PSA 78:8	Renumber verse
PSA 77:9	PSA 78:9	Renumber verse
PSA 78:1	PSA 79:1	Renumber verse
PSA 78:10	PSA 79:10	Renumber verse
PSA 78:11	PSA 79:11	Renumber verse
PSA 78:12	PSA 79:12	Renumber verse
PSA 78:13	PSA 79:13	Renumber verse
PSA 78:2	PSA 79:2	Renumber verse
PSA 78:3	PSA 79:3	Renumber verse
PSA 78:4	PSA 79:4	Renumber verse
PSA 78:5	PSA 79:5	Renumber verse
PSA 78:6	PSA 79:6	Renumber verse
PSA 78:7	PSA 79:7	Renumber verse
PSA 78:8	PSA 79:8	Renumber verse
PSA 78:9	PSA 79:9	Renumber verse
PSA 79:1	PSA 80:title	Renumber title
PSA 79:10	PSA 80:9	Renumber verse
PSA 79:11	PSA 80:10	Renumber verse
PSA 79:12	PSA 80:11	Renumber verse
PSA 79:13	PSA 80:12	Renumber verse
PSA 79:14	PSA 80:13	Renumber verse
PSA 79:15	PSA 80:14	Renumber verse
PSA 79:16	PSA 80:15	Renumber verse
PSA 79:17	PSA 80:16	Renumber verse
PSA 79:18	PSA 80:17	Renumber verse
PSA 79:19	PSA 80:18	Renumber verse
PSA 79:2	PSA 80:1	Renumber verse
PSA 79:20	PSA 80:19	Renumber verse
PSA 79:3	PSA 80:2	Renumber verse
PSA 79:4	PSA 80:3	Renumber verse
PSA 79:5	PSA 80:4	Renumber verse
PSA 79:6	PSA 80:5	Renumber verse
PSA 79:7	PSA 80:6	Renumber verse
PSA 79:8	PSA 80:7	Renumber verse
PSA 79:9	PSA 80:8	Renumber verse
PSA 7:1	PSA 7:title	Renumber title
PSA 7:10	PSA 7:9	Renumber verse
PSA 7:11	PSA 7:10	Renumber verse
PSA 7:12	PSA 7:11	Renumber verse
PSA 7:13	PSA 7:12	Renumber verse
PSA 7:14	PSA 7:13	Renumber verse
PSA 7:15	PSA 7:14	Renumber verse
PSA 7:16	PSA 7:15	Renumber verse
PSA 7:17	PSA 7:16	Renumber verse
PSA 7:18	PSA 7:17	Renumber verse
PSA 7:2	PSA 7:1	Renumber verse
PSA 7:3	PSA 7:2	Renumber verse
PSA 7:4	PSA 7:3	Renumber verse
PSA 7:5	PSA 7:4	Renumber verse
PSA 7:6	PSA 7:5	Renumber verse
PSA 7:7	PSA 7:6	Renumber verse
PSA 7:8	PSA 7:7	Renumber verse
PSA 7:9	PSA 7:8	Renumber verse
PSA 80:1	PSA 81:title	Renumber title
PSA 80:10	PSA 81:9	Renumber verse
PSA 80:11	PSA 81:10	Renumber verse
PSA 80:12	PSA 81:11	Renumber verse
PSA 80:13	PSA 81:12	Renumber verse
PSA 80:14	PSA 81:13	Renumber verse
PSA 80:15	PSA 81:14	Renumber verse
PSA 80:16	PSA 81:15	Renumber verse
PSA 80:17	PSA 81:16	Renumber verse
PSA 80:2	PSA 81:1	Renumber verse
PSA 80:3	PSA 81:2	Renumber verse
PSA 80:4	PSA 81:3	Renumber verse
PSA 80:5	PSA 81:4	Renumber verse
PSA 80:6	PSA 81:5	Renumber verse
PSA 80:7	PSA 81:6	Renumber verse
PSA 80:8	PSA 81:7	Renumber verse
PSA 80:9	PSA 81:8	Renumber verse
PSA 81:1	PSA 82:1	Renumber verse
PSA 81:2	PSA 82:2	Renumber verse
PSA 81:3	PSA 82:3	Renumber verse
PSA 81:4	PSA 82:4	Renumber verse
PSA 81:5	PSA 82:5	Renumber verse
PSA 81:6	PSA 82:6	Renumber verse
PSA 81:7	PSA 82:7	Renumber verse
PSA 81:8	PSA 82:8	Renumber verse
PSA 82:1	PSA 83:title	Renumber title
PSA 82:10	PSA 83:9	Renumber verse
PSA 82:11	PSA 83:10	Renumber verse
PSA 82:12	PSA 83:11	Renumber verse
PSA 82:13	PSA 83:12	Renumber verse
PSA 82:14	PSA 83:13	Renumber verse
PSA 82:15	PSA 83:14	Renumber verse
PSA 82:16	PSA 83:15	Renumber verse
PSA 82:17	PSA 83:16	Renumber verse
PSA 82:18	PSA 83:17	Renumber verse
PSA 82:19	PSA 83:18	Renumber verse
PSA 82:2	PSA 83:1	Renumber verse
PSA 82:3	PSA 83:2	Renumber verse
PSA 82:4	PSA 83:3	Renumber verse
PSA 82:5	PSA 83:4	Renumber verse
PSA 82:6	PSA 83:5	Renumber verse
PSA 82:7	PSA 83:6	Renumber verse
PSA 82:8	PSA 83:7	Renumber verse
PSA 82:9	PSA 83:8	Renumber verse
PSA 83:1	PSA 84:title	Renumber title
PSA 83:10	PSA 84:9	Renumber verse
PSA 83:11	PSA 84:10	Renumber verse
PSA 83:12	PSA 84:11	Renumber verse
PSA 83:13	PSA 84:12	Renumber verse
PSA 83:2	PSA 84:1	Renumber verse
PSA 83:3	PSA 84:2	Renumber verse
PSA 83:4	PSA 84:3	Renumber verse
PSA 83:5	PSA 84:4	Renumber verse
PSA 83:6	PSA 84:5	Renumber verse
PSA 83:7	PSA 84:6	Renumber verse
PSA 83:8	PSA 84:7	Renumber verse
PSA 83:9	PSA 84:8	Renumber verse
PSA 84:1	PSA 85:title	Renumber title
PSA 84:10	PSA 85:9	Renumber verse
PSA 84:11	PSA 85:10	Renumber verse
PSA 84:12	PSA 85:11	Renumber verse
PSA 84:13	PSA 85:12	Renumber verse
PSA 84:14	PSA 85:13	Renumber verse
PSA 84:2	PSA 85:1	Renumber verse
PSA 84:3	PSA 85:2	Renumber verse
PSA 84:4	PSA 85:3	Renumber verse
PSA 84:5	PSA 85:4	Renumber verse
PSA 84:6	PSA 85:5	Renumber verse
PSA 84:7	PSA 85:6	Renumber verse
PSA 84:8	PSA 85:7	Renumber verse
PSA 84:9	PSA 85:8	Renumber verse
PSA 85:1	PSA 86:1	Renumber verse
PSA 85:10	PSA 86:10	Renumber verse
PSA 85:11	PSA 86:11	Renumber verse
PSA 85:12	PSA 86:12	Renumber verse
PSA 85:13	PSA 86:13	Renumber verse
PSA 85:14	PSA 86:14	Renumber verse
PSA 85:15	PSA 86:15	Renumber verse
PSA 85:16	PSA 86:16	Renumber verse
PSA 85:17	PSA 86:17	Renumber verse
PSA 85:2	PSA 86:2	Renumber verse
PSA 85:3	PSA 86:3	Renumber verse
PSA 85:4	PSA 86:4	Renumber verse
PSA 85:5	PSA 86:5	Renumber verse
PSA 85:6	PSA 86:6	Renumber verse
PSA 85:7	PSA 86:7	Renumber verse
PSA 85:8	PSA 86:8	Renumber verse
PSA 85:9	PSA 86:9	Renumber verse
PSA 86:1	PSA 87:1	Renumber verse
PSA 86:2	PSA 87:2	Renumber verse
PSA 86:3	PSA 87:3	Renumber verse
PSA 86:4	PSA 87:4	Renumber verse
PSA 86:5	PSA 87:5	Renumber verse
PSA 86:6	PSA 87:6	Renumber verse
PSA 86:7	PSA 87:7	Renumber verse
PSA 87:1	PSA 88:title	Renumber title
PSA 87:10	PSA 88:9	Renumber verse
PSA 87:11	PSA 88:10	Renumber verse
PSA 87:12	PSA 88:11	Renumber verse
PSA 87:13	PSA 88:12	Renumber verse
PSA 87:14	PSA 88:13	Renumber verse
PSA 87:15	PSA 88:14	Renumber verse
PSA 87:16	PSA 88:15	Renumber verse
PSA 87:17	PSA 88:16	Renumber verse
PSA 87:18	PSA 88:17	Renumber verse
PSA 87:19	PSA 88:18	Renumber verse
PSA 87:2	PSA 88:1	Renumber verse
PSA 87:3	PSA 88:2	Renumber verse
PSA 87:4	PSA 88:3	Renumber verse
PSA 87:5	PSA 88:4	Renumber verse
PSA 87:6	PSA 88:5	Renumber verse
PSA 87:7	PSA 88:6	Renumber verse
PSA 87:8	PSA 88:7	Renumber verse
PSA 87:9	PSA 88:8	Renumber verse
PSA 88:1	PSA 89:title	Renumber title
PSA 88:10	PSA 89:9	Renumber verse
PSA 88:11	PSA 89:10	Renumber verse
PSA 88:12	PSA 89:11	Renumber verse
PSA 88:13	PSA 89:12	Renumber verse
PSA 88:14	PSA 89:13	Renumber verse
PSA 88:15	PSA 89:14	Renumber verse
PSA 88:16	PSA 89:15	Renumber verse
PSA 88:17	PSA 89:16	Renumber verse
PSA 88:18	PSA 89:17	Renumber verse
PSA 88:19	PSA 89:18	Renumber verse
PSA 88:2	PSA 89:1	Renumber verse
PSA 88:20	PSA 89:19	Renumber verse
PSA 88:21	PSA 89:20	Renumber verse
PSA 88:22	PSA 89:21	Renumber verse
PSA 88:23	PSA 89:22	Renumber verse
PSA 88:24	PSA 89:23	Renumber verse
PSA 88:25	PSA 89:24	Renumber verse
PSA 88:26	PSA 89:25	Renumber verse
PSA 88:27	PSA 89:26	Renumber verse
PSA 88:28	PSA 89:27	Renumber verse
PSA 88:29	PSA 89:28	Renumber verse
PSA 88:3	PSA 89:2	Renumber verse
PSA 88:30	PSA 89:29	Renumber verse
PSA 88:31	PSA 89:30	Renumber verse
PSA 88:32	PSA 89:31	Renumber verse
PSA 88:33	PSA 89:32	Renumber verse
PSA 88:34	PSA 89:33	Renumber verse
PSA 88:35	PSA 89:34	Renumber verse
PSA 88:36	PSA 89:35	Renumber verse
PSA 88:37	PSA 89:36	Renumber verse
PSA 88:38	PSA 89:37	Renumber verse
PSA 88:39	PSA 89:38	Renumber verse
PSA 88:4	PSA 89:3	Renumber verse
PSA 88:40	PSA 89:39	Renumber verse
PSA 88:41	PSA 89:40	Renumber verse
PSA 88:42	PSA 89:41	Renumber verse
PSA 88:43	PSA 89:42	Renumber verse
PSA 88:44	PSA 89:43	Renumber verse
PSA 88:45	PSA 89:44	Renumber verse
PSA 88:46	PSA 89:45	Renumber verse
PSA 88:47	PSA 89:46	Renumber verse
PSA 88:48	PSA 89:47	Renumber verse
PSA 88:49	PSA 89:48	Renumber verse
PSA 88:5	PSA 89:4	Renumber verse
PSA 88:50	PSA 89:49	Renumber verse
PSA 88:51	PSA 89:50	Renumber verse
PSA 88:52	PSA 89:51	Renumber verse
PSA 88:53	PSA 89:52	Renumber verse
PSA 88:6	PSA 89:5	Renumber verse
PSA 88:7	PSA 89:6	Renumber verse
PSA 88:8	PSA 89:7	Renumber verse
PSA 88:9	PSA 89:8	Renumber verse
PSA 89:1	PSA 90:1	Renumber verse
PSA 89:10	PSA 90:10	Renumber verse
PSA 89:11	PSA 90:11	Renumber verse
PSA 89:12	PSA 90:12	Renumber verse
PSA 89:13	PSA 90:13	Renumber verse
PSA 89:14	PSA 90:14	Renumber verse
PSA 89:15	PSA 90:15	Renumber verse
PSA 89:16	PSA 90:16	Renumber verse
PSA 89:17	PSA 90:17	Renumber verse
PSA 89:2	PSA 90:2	Renumber verse
PSA 89:3	PSA 90:3	Renumber verse
PSA 89:4	PSA 90:4	Renumber verse
PSA 89:5	PSA 90:5	Renumber verse
PSA 89:6	PSA 90:6	Renumber verse
PSA 89:7	PSA 90:7	Renumber verse
PSA 89:8	PSA 90:8	Renumber verse
PSA 89:9	PSA 90:9	Renumber verse
PSA 8:1	PSA 8:title	Renumber title
PSA 8:10	PSA 8:9	Renumber verse
PSA 8:2	PSA 8:1	Renumber verse
PSA 8:3	PSA 8:2	Renumber verse
PSA 8:4	PSA 8:3	Renumber verse
PSA 8:5	PSA 8:4	Renumber verse
PSA 8:6	PSA 8:5	Renumber verse
PSA 8:7	PSA 8:6	Renumber verse
PSA 8:8	PSA 8:7	Renumber verse
PSA 8:9	PSA 8:8	Renumber verse
PSA 90:1	PSA 91:1	Renumber verse
PSA 90:10	PSA 91:10	Renumber verse
PSA 90:11	PSA 91:11	Renumber verse
PSA 90:12	PSA 91:12	Renumber verse
PSA 90:13	PSA 91:13	Renumber verse
PSA 90:14	PSA 91:14	Renumber verse
PSA 90:15	PSA 91:15	Renumber verse
PSA 90:16	PSA 91:16	Renumber verse
PSA 90:2	PSA 91:2	Renumber verse
PSA 90:3	PSA 91:3	Renumber verse
PSA 90:4	PSA 91:4	Renumber verse
PSA 90:5	PSA 91:5	Renumber verse
PSA 90:6	PSA 91:6	Renumber verse
PSA 90:7	PSA 91:7	Renumber verse
PSA 90:8	PSA 91:8	Renumber verse
PSA 90:9	PSA 91:9	Renumber verse
PSA 91:1	PSA 92:title	Renumber title
PSA 91:10	PSA 92:9	Renumber verse
PSA 91:11	PSA 92:10	Renumber verse
PSA 91:12	PSA 92:11	Renumber verse
PSA 91:13	PSA 92:12	Renumber verse
PSA 91:14	PSA 92:13	Renumber verse
PSA 91:15	PSA 92:14	Renumber verse
PSA 91:16	PSA 92:15	Renumber verse
PSA 91:2	PSA 92:1	Renumber verse
PSA 91:3	PSA 92:2	Renumber verse
PSA 91:4	PSA 92:3	Renumber verse
PSA 91:5	PSA 92:4	Renumber verse
PSA 91:6	PSA 92:5	Renumber verse
PSA 91:7	PSA 92:6	Renumber verse
PSA 91:8	PSA 92:7	Renumber verse
PSA 91:9	PSA 92:8	Renumber verse
PSA 92:1	PSA 93:1	Renumber verse
PSA 92:2	PSA 93:2	Renumber verse
PSA 92:3	PSA 93:3	Renumber verse
PSA 92:4	PSA 93:4	Renumber verse
PSA 92:5	PSA 93:5	Renumber verse
PSA 93:1	PSA 94:1	Renumber verse
PSA 93:10	PSA 94:10	Renumber verse
PSA 93:11	PSA 94:11	Renumber verse
PSA 93:12	PSA 94:12	Renumber verse
PSA 93:13	PSA 94:13	Renumber verse
PSA 93:14	PSA 94:14	Renumber verse
PSA 93:15	PSA 94:15	Renumber verse
PSA 93:16	PSA 94:16	Renumber verse
PSA 93:17	PSA 94:17	Renumber verse
PSA 93:18	PSA 94:18	Renumber verse
PSA 93:19	PSA 94:19	Renumber verse
PSA 93:2	PSA 94:2	Renumber verse
PSA 93:20	PSA 94:20	Renumber verse
PSA 93:21	PSA 94:21	Renumber verse
PSA 93:22	PSA 94:22	Renumber verse
PSA 93:23	PSA 94:23	Renumber verse
PSA 93:3	PSA 94:3	Renumber verse
PSA 93:4	PSA 94:4	Renumber verse
PSA 93:5	PSA 94:5	Renumber verse
PSA 93:6	PSA 94:6	Renumber verse
PSA 93:7	PSA 94:7	Renumber verse
PSA 93:8	PSA 94:8	Renumber verse
PSA 93:9	PSA 94:9	Renumber verse
PSA 94:1	PSA 95:1	Renumber verse
PSA 94:10	PSA 95:10	Renumber verse
PSA 94:11	PSA 95:11	Renumber verse
PSA 94:2	PSA 95:2	Renumber verse
PSA 94:3	PSA 95:3	Renumber verse
PSA 94:4	PSA 95:4	Renumber verse
PSA 94:5	PSA 95:5	Renumber verse
PSA 94:6	PSA 95:6	Renumber verse
PSA 94:7	PSA 95:7	Renumber verse
PSA 94:8	PSA 95:8	Renumber verse
PSA 94:9	PSA 95:9	Renumber verse
PSA 95:1	PSA 96:1	Renumber verse
PSA 95:10	PSA 96:10	Renumber verse
PSA 95:11	PSA 96:11	Renumber verse
PSA 95:12	PSA 96:12	Renumber verse
PSA 95:13	PSA 96:13	Renumber verse
PSA 95:2	PSA 96:2	Renumber verse
PSA 95:3	PSA 96:3	Renumber verse
PSA 95:4	PSA 96:4	Renumber verse
PSA 95:5	PSA 96:5	Renumber verse
PSA 95:6	PSA 96:6	Renumber verse
PSA 95:7	PSA 96:7	Renumber verse
PSA 95:8	PSA 96:8	Renumber verse
PSA 95:9	PSA 96:9	Renumber verse
PSA 96:1	PSA 97:1	Renumber verse
PSA 96:10	PSA 97:10	Renumber verse
PSA 96:11	PSA 97:11	Renumber verse
PSA 96:12	PSA 97:12	Renumber verse
PSA 96:2	PSA 97:2	Renumber verse
PSA 96:3	PSA 97:3	Renumber verse
PSA 96:4	PSA 97:4	Renumber verse
PSA 96:5	PSA 97:5	Renumber verse
PSA 96:6	PSA 97:6	Renumber verse
PSA 96:7	PSA 97:7	Renumber verse
PSA 96:8	PSA 97:8	Renumber verse
PSA 96:9	PSA 97:9	Renumber verse
PSA 97:1	PSA 98:1	Renumber verse
PSA 97:2	PSA 98:2	Renumber verse
PSA 97:3	PSA 98:3	Renumber verse
PSA 97:4	PSA 98:4	Renumber verse
PSA 97:5	PSA 98:5	Renumber verse
PSA 97:6	PSA 98:6	Renumber verse
PSA 97:7	PSA 98:7	Renumber verse
PSA 97:8	PSA 98:8	Renumber verse
PSA 97:9	PSA 98:9	Renumber verse
PSA 98:1	PSA 99:1	Renumber verse
PSA 98:2	PSA 99:2	Renumber verse
PSA 98:3	PSA 99:3	Renumber verse
PSA 98:4	PSA 99:4	Renumber verse
PSA 98:5	PSA 99:5	Renumber verse
PSA 98:6	PSA 99:6	Renumber verse
PSA 98:7	PSA 99:7	Renumber verse
PSA 98:8	PSA 99:8	Renumber verse
PSA 98:9	PSA 99:9	Renumber verse
PSA 99:1	PSA 100:1	Renumber verse
PSA 99:2	PSA 100:2	Renumber verse
PSA 99:3	PSA 100:3	Renumber verse
PSA 99:4	PSA 100:4	Renumber verse
PSA 99:5	PSA 100:5	Renumber verse
PSA 9:1	PSA 9:title	Renumber title
PSA 9:10	PSA 9:9	Renumber verse
PSA 9:11	PSA 9:10	Renumber verse
PSA 9:12	PSA 9:11	Renumber verse
PSA 9:13	PSA 9:12	Renumber verse
PSA 9:14	PSA 9:13	Renumber verse
PSA 9:15	PSA 9:14	Renumber verse
PSA 9:16	PSA 9:15	Renumber verse
PSA 9:17	PSA 9:16	Renumber verse
PSA 9:18	PSA 9:17	Renumber verse
PSA 9:19	PSA 9:18	Renumber verse
PSA 9:2	PSA 9:1	Renumber verse
PSA 9:20	PSA 9:19	Renumber verse
PSA 9:21	PSA 9:20	Renumber verse
PSA 9:21	PSA 10:1	Renumber verse
PSA 9:22	PSA 10:1	Renumber verse
PSA 9:22	PSA 10:2	Renumber verse
PSA 9:23	PSA 10:2	Renumber verse
PSA 9:23	PSA 10:3	Renumber verse
PSA 9:24	PSA 10:3	Renumber verse
PSA 9:24	PSA 10:4	Renumber verse
PSA 9:25	PSA 10:4	Renumber verse
PSA 9:25	PSA 10:5	Renumber verse
PSA 9:26	PSA 10:5	Renumber verse
PSA 9:26	PSA 10:6	Renumber verse
PSA 9:27	PSA 10:6	Renumber verse
PSA 9:27	PSA 10:7	Renumber verse
PSA 9:28	PSA 10:7	Renumber verse
PSA 9:28	PSA 10:8	Renumber verse
PSA 9:29	PSA 10:8	Renumber verse
PSA 9:29	PSA 10:9	Renumber verse
PSA 9:3	PSA 9:2	Renumber verse
PSA 9:30	PSA 10:9	Renumber verse
PSA 9:30	PSA 10:10	Renumber verse
PSA 9:31	PSA 10:10	Renumber verse
PSA 9:31	PSA 10:11	Renumber verse
PSA 9:32	PSA 10:11	Renumber verse
PSA 9:32	PSA 10:12	Renumber verse
PSA 9:33	PSA 10:12	Renumber verse
PSA 9:33	PSA 10:13	Renumber verse
PSA 9:34	PSA 10:13	Renumber verse
PSA 9:34	PSA 10:14	Renumber verse
PSA 9:35	PSA 10:14	Renumber verse
PSA 9:35	PSA 10:15	Renumber verse
PSA 9:36	PSA 10:15	Renumber verse
PSA 9:36	PSA 10:16	Renumber verse
PSA 9:37	PSA 10:16	Renumber verse
PSA 9:37	PSA 10:17	Renumber verse
PSA 9:38	PSA 10:17	Renumber verse
PSA 9:38	PSA 10:18	Renumber verse
PSA 9:39	PSA 10:18	Renumber verse
PSA 9:4	PSA 9:3	Renumber verse
PSA 9:5	PSA 9:4	Renumber verse
PSA 9:6	PSA 9:5	Renumber verse
PSA 9:7	PSA 9:6	Renumber verse
PSA 9:8	PSA 9:7	Renumber verse
PSA 9:9	PSA 9:8	Renumber verse
ROM 14:24	ROM 16:25	Renumber verse*
ROM 14:25	ROM 16:26	Renumber verse*
ROM 14:26	ROM 16:27	Renumber verse*
SIR 20:17	SIR 20:18	Renumber verse
SIR 20:18	SIR 20:19	Renumber verse
SIR 20:19	SIR 20:20	Renumber verse
SIR 20:20	SIR 20:21	Renumber verse
SIR 20:21	SIR 20:22	Renumber verse
SIR 20:22	SIR 20:23	Renumber verse
SIR 20:23	SIR 20:24	Renumber verse
SIR 20:24	SIR 20:25	Renumber verse
SIR 20:25	SIR 20:26	Renumber verse
SIR 20:26	SIR 20:27	Renumber verse
SIR 20:27	SIR 20:28	Renumber verse
SIR 20:28	SIR 20:29	Renumber verse
SIR 20:29	SIR 20:30	Renumber verse
SIR 20:30	SIR 20:31	Renumber verse
SIR 20:31	SIR 20:32	Renumber verse
SIR 23:17	SIR 23:18	Renumber verse
SIR 23:18	SIR 23:19	Renumber verse
SIR 23:19	SIR 23:20	Renumber verse
SIR 23:20	SIR 23:21	Renumber verse
SIR 23:21	SIR 23:22	Renumber verse
SIR 23:22	SIR 23:23	Renumber verse
SIR 23:23	SIR 23:24	Renumber verse
SIR 23:24	SIR 23:25	Renumber verse
SIR 23:25	SIR 23:26	Renumber verse
SIR 23:26	SIR 23:27	Renumber verse
